Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,sex,Population,Super_Population_Code,Cell_Line,Cell_type,common_name,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,Submitter_Id,disease,CULTURE_COLLECTION,DNA-ID,Population_Description,Super_Population_Description,Family_Id,Broker_name,Coriell_panel,Genotype,relationship,Coriell_plate,HapMap_sample_ID,BIOMATERIAL_PROVIDER,BioSampleModel,Isolate,tissue,AssemblyName,AGE,Collection,ETHNICITY,family_role,Race,tag,Isolation_source,sample_type,well_information,Individual,organism_part,fosmid_library_name,fosmid_library_source,relationship_type,Chinese_Code,local_family_id,type,xenograft
SRR15009515,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321893,NextSeq 550,na12878-icell8-nobrdu-codexis-r23-c01,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,55853767,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",152,137333976,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009516,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321892,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,62362569,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",152,147061216,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009517,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321891,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,69662381,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",152,169523776,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009518,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321890,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,52147225,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",152,126282968,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009519,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321889,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,68961638,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",152,167826848,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009520,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321888,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c19,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,60389114,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",152,147052248,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009521,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321887,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,55698302,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",152,134723984,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009522,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321886,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,479111,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",152,891784,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009523,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321885,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c14,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,28679962,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,69033536,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009524,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321884,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c12,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,64752367,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",152,156807152,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009525,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321883,NextSeq 550,na12878-icell8-fdu-133quickligase-r02-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,21270546,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",152,50137048,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009526,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321882,NextSeq 550,na12878-icell8-nobrdu-codexis-r22-c10,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,26448678,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,64321080,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009527,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321881,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,64839162,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",152,153117352,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009528,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321880,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,74873455,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",152,182704608,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009529,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321879,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,53800835,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",152,130496864,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009530,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321878,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,70450938,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,171993928,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009531,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321877,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c19,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,62994094,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",152,153686744,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009532,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321876,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,56552201,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",152,137129688,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009533,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321875,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,67906052,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",152,165520096,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009534,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321874,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c15,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,64024004,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,156537960,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009535,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321873,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c13,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,60534420,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",152,148116552,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009536,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321872,NextSeq 550,na12878-icell8-fdu-133quickligase-r02-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,28450082,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",152,68885336,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009537,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321871,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c11,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,65817112,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",152,160204656,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009538,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321870,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c09,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,14564990,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",152,35248496,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009539,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321869,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c07,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,41642857,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",152,101474440,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009540,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321868,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c05,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,32294484,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",152,78242456,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009541,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321867,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c03,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,29224289,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",152,70698240,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009542,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321866,NextSeq 550,na12878-icell8-nobrdu-codexis-r21-c01,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,58696821,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",152,143487088,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009543,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321865,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,552324,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,1068256,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009544,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321864,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,65130608,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",152,158501040,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009545,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321863,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,50409501,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,122087312,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009546,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321862,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,63865460,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",152,155370600,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009547,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321861,NextSeq 550,na12878-icell8-fdu-133quickligase-r02-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,25352079,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,61305856,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009548,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321860,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c19,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,470173,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",152,860320,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009549,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321859,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,54980974,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",152,131846472,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009550,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321858,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,58977813,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",152,143262888,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009551,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321857,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c14,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,28591560,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",152,69082024,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009552,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321856,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c12,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,61199651,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",152,147141776,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009553,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321855,NextSeq 550,na12878-icell8-nobrdu-codexis-r20-c10,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,26232000,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",152,63553024,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009554,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321854,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c23,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,66985318,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",152,157608344,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009555,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321853,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c22,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,69314620,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",152,168697352,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009556,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321852,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c21,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,52700742,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",152,127693680,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009557,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321851,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,65477803,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",152,159434472,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009558,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321850,NextSeq 550,na12878-icell8-fdu-133quickligase-r02-c20,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,27707802,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",152,67118640,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009559,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321849,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c19,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,62603828,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",152,152426208,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009560,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321848,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c18,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,57230976,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",152,137482632,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009561,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321847,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c17,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,65617811,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",152,159643168,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
SRR15009562,OTHER,PRJNA742746,SAMN19974671,LANSDORP LAB,public,SRX11321846,NextSeq 550,na12878-icell8-nobrdu-codexis-r19-c15,PAIRED,MNase,GENOMIC SINGLE CELL,Homo sapiens,ILLUMINA,2021-07-29T00:00:00Z,NA12878_for_Strand_seq,SRP326369,59075766,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",152,143773304,,,,,female,,,B lymphocyte,,,,,,,,,,,,,,,,,,,,,,,Coriell,Human,NA12878,cell line,,,,,,,,,,,,,,,,,,,
