Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Collection,Consent,Coriell_plate,CULTURE_COLLECTION,DATASTORE filetype,DATASTORE provider,DATASTORE region,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ETHNICITY,Experiment,Family_Id,family_role,HapMap_sample_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,race,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,tag
ERR1429078,WGS,51,22819083,PRJEB14185,SAMN00801888,10412800,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499456,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_77,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429079,WGS,51,17287623,PRJEB14185,SAMN00801888,7916622,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499457,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_80,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429080,WGS,51,24855564,PRJEB14185,SAMN00801888,11265877,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499458,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_81,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429081,WGS,51,27839931,PRJEB14185,SAMN00801888,12639308,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499459,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_85,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429082,WGS,51,26631027,PRJEB14185,SAMN00801888,12075233,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499460,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_86,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429083,WGS,51,24271614,PRJEB14185,SAMN00801888,11029717,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499461,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_87,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429084,WGS,51,29937153,PRJEB14185,SAMN00801888,13560314,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499462,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_88,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429085,WGS,51,29937459,PRJEB14185,SAMN00801888,13551761,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499463,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_89,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429086,WGS,51,27929895,PRJEB14185,SAMN00801888,12661120,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499464,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_90,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429087,WGS,51,23411550,PRJEB14185,SAMN00801888,10666716,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499465,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_91,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429088,WGS,51,13794939,PRJEB14185,SAMN00801888,6383025,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499466,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_92,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429089,WGS,51,27906231,PRJEB14185,SAMN00801888,12675885,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499467,1463,mother,NA12878,Illumina HiSeq 2500,GM12878_ML216_94,SINGLE,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429090,WGS,202,247003176,PRJEB14185,SAMN00801888,116535824,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499468,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_291,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429091,WGS,202,170434672,PRJEB14185,SAMN00801888,78272404,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499469,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_293,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429092,WGS,202,203212404,PRJEB14185,SAMN00801888,90946667,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499470,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_295,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429093,WGS,202,187985442,PRJEB14185,SAMN00801888,89664949,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499471,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_296,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429094,WGS,202,119556326,PRJEB14185,SAMN00801888,53033910,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499472,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_300,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429095,WGS,202,199803048,PRJEB14185,SAMN00801888,91942172,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499473,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_302,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429096,WGS,202,113260390,PRJEB14185,SAMN00801888,48310134,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499474,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_304,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429097,WGS,202,239619874,PRJEB14185,SAMN00801888,112641098,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499475,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_307,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429098,WGS,202,187241678,PRJEB14185,SAMN00801888,84250562,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499476,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_317,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429099,WGS,202,121410484,PRJEB14185,SAMN00801888,56374322,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499477,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_319,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429100,WGS,202,74281056,PRJEB14185,SAMN00801888,34980676,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499478,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_320,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429101,WGS,202,157286492,PRJEB14185,SAMN00801888,68558154,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499479,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_321,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429102,WGS,202,125729850,PRJEB14185,SAMN00801888,54786764,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499480,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_322,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429103,WGS,202,132896608,PRJEB14185,SAMN00801888,60927775,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499481,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_323,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429104,WGS,202,132413424,PRJEB14185,SAMN00801888,60704583,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499482,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_324,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429105,WGS,202,128943670,PRJEB14185,SAMN00801888,59253351,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499483,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_325,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429106,WGS,202,157358404,PRJEB14185,SAMN00801888,73485145,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499484,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_327,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429107,WGS,202,202058580,PRJEB14185,SAMN00801888,92399490,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499485,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_329,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429108,WGS,202,137321822,PRJEB14185,SAMN00801888,63920870,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499486,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_331,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429109,WGS,202,105394510,PRJEB14185,SAMN00801888,47797403,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499487,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_332,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429110,WGS,202,148172656,PRJEB14185,SAMN00801888,67592224,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499488,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_334,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429111,WGS,202,156620700,PRJEB14185,SAMN00801888,72655885,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499489,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_345,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429112,WGS,202,174294084,PRJEB14185,SAMN00801888,81722001,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499490,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_350,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429113,WGS,202,134836212,PRJEB14185,SAMN00801888,61010221,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499491,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_354,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429114,WGS,202,92198456,PRJEB14185,SAMN00801888,42661756,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499492,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_355,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429115,WGS,202,175771310,PRJEB14185,SAMN00801888,82014235,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499493,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_362,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429116,WGS,202,141560792,PRJEB14185,SAMN00801888,65112373,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499494,1463,mother,NA12878,Illumina HiSeq 2500,NW130711_365,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
